Unnamed: 0,Unnamed: 1,Fridge_Temperature,Unnamed: 3,Temp_Condition,Threat_Label
25-Apr-19, 14:48:13 ,12.1,Temp_Condition,high,0
25-Apr-19, 14:48:18 ,4.2,Temp_Condition,low,0
25-Apr-19, 14:48:23 ,8.95,Temp_Condition,high,0
25-Apr-19, 14:48:28 ,12.65,Temp_Condition,high,0
25-Apr-19, 14:48:33 ,10.7,Temp_Condition,high,0
25-Apr-19, 14:48:38 ,9.85,Temp_Condition,high,0
25-Apr-19, 14:48:43 ,10.8,Temp_Condition,high,0
25-Apr-19, 14:48:48 ,7.4,Temp_Condition,high,0
25-Apr-19, 14:48:53 ,11.1,Temp_Condition,high,0
25-Apr-19, 14:48:58 ,7.7,Temp_Condition,high,0
25-Apr-19, 14:49:03 ,7.4,Temp_Condition,high,0
25-Apr-19, 14:49:08 ,5.35,Temp_Condition,low,0
25-Apr-19, 14:49:13 ,6.1,Temp_Condition,high,0
25-Apr-19, 14:49:18 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:49:23 ,10.95,Temp_Condition,high,0
25-Apr-19, 14:49:28 ,5.0,Temp_Condition,low,0
25-Apr-19, 14:49:33 ,2.2,Temp_Condition,low,0
25-Apr-19, 14:49:38 ,5.95,Temp_Condition,low,0
25-Apr-19, 14:49:43 ,9.95,Temp_Condition,high,0
25-Apr-19, 14:49:48 ,5.5,Temp_Condition,low,0
25-Apr-19, 14:49:53 ,4.3,Temp_Condition,low,0
25-Apr-19, 14:49:58 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:50:03 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:50:08 ,10.7,Temp_Condition,high,0
25-Apr-19, 14:50:13 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:50:18 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:50:23 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:50:28 ,12.85,Temp_Condition,high,0
25-Apr-19, 14:50:33 ,10.4,Temp_Condition,high,0
25-Apr-19, 14:50:38 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:50:43 ,12.0,Temp_Condition,high,0
25-Apr-19, 14:50:48 ,5.95,Temp_Condition,low,0
25-Apr-19, 14:50:53 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:50:58 ,6.05,Temp_Condition,high,0
25-Apr-19, 14:51:03 ,2.05,Temp_Condition,low,0
25-Apr-19, 14:51:08 ,6.85,Temp_Condition,high,0
25-Apr-19, 14:51:13 ,8.85,Temp_Condition,high,0
25-Apr-19, 14:51:18 ,6.85,Temp_Condition,high,0
25-Apr-19, 14:51:23 ,11.85,Temp_Condition,high,0
25-Apr-19, 14:51:28 ,3.3,Temp_Condition,low,0
25-Apr-19, 14:51:33 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:51:38 ,11.55,Temp_Condition,high,0
25-Apr-19, 14:51:43 ,6.4,Temp_Condition,high,0
25-Apr-19, 14:51:48 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:51:53 ,5.0,Temp_Condition,low,0
25-Apr-19, 14:51:58 ,1.45,Temp_Condition,low,0
25-Apr-19, 14:52:03 ,5.45,Temp_Condition,low,0
25-Apr-19, 14:52:08 ,9.7,Temp_Condition,high,0
25-Apr-19, 14:52:13 ,4.65,Temp_Condition,low,0
25-Apr-19, 14:52:18 ,7.4,Temp_Condition,high,0
25-Apr-19, 14:52:23 ,7.8,Temp_Condition,high,0
25-Apr-19, 14:52:28 ,8.85,Temp_Condition,high,0
25-Apr-19, 14:52:33 ,12.25,Temp_Condition,high,0
25-Apr-19, 14:52:38 ,7.95,Temp_Condition,high,0
25-Apr-19, 14:52:44 ,7.1,Temp_Condition,high,0
25-Apr-19, 14:52:49 ,5.7,Temp_Condition,low,0
25-Apr-19, 14:52:54 ,2.15,Temp_Condition,low,0
25-Apr-19, 14:52:59 ,5.9,Temp_Condition,low,0
25-Apr-19, 14:53:04 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:53:09 ,9.25,Temp_Condition,high,0
25-Apr-19, 14:53:14 ,5.55,Temp_Condition,low,0
25-Apr-19, 14:53:19 ,9.8,Temp_Condition,high,0
25-Apr-19, 14:53:24 ,7.85,Temp_Condition,high,0
25-Apr-19, 14:53:29 ,5.5,Temp_Condition,low,0
25-Apr-19, 14:53:34 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:53:39 ,11.25,Temp_Condition,high,0
25-Apr-19, 14:53:44 ,12.0,Temp_Condition,high,0
25-Apr-19, 14:53:49 ,5.55,Temp_Condition,low,0
25-Apr-19, 14:53:54 ,5.0,Temp_Condition,low,0
25-Apr-19, 14:53:59 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:54:04 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:54:09 ,3.5,Temp_Condition,low,0
25-Apr-19, 14:54:14 ,11.55,Temp_Condition,high,0
25-Apr-19, 14:54:19 ,6.85,Temp_Condition,high,0
25-Apr-19, 14:54:24 ,12.8,Temp_Condition,high,0
25-Apr-19, 14:54:29 ,13.4,Temp_Condition,high,0
25-Apr-19, 14:54:34 ,5.15,Temp_Condition,low,0
25-Apr-19, 14:54:39 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:54:44 ,6.4,Temp_Condition,high,0
25-Apr-19, 14:54:49 ,6.4,Temp_Condition,high,0
25-Apr-19, 14:54:54 ,10.8,Temp_Condition,high,0
25-Apr-19, 14:54:59 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:55:04 ,6.35,Temp_Condition,high,0
25-Apr-19, 14:55:09 ,5.25,Temp_Condition,low,0
25-Apr-19, 14:55:14 ,12.4,Temp_Condition,high,0
25-Apr-19, 14:55:19 ,2.05,Temp_Condition,low,0
25-Apr-19, 14:55:19 ,1.15,Temp_Condition,low,0
25-Apr-19, 14:55:24 ,10.5,Temp_Condition,high,0
25-Apr-19, 14:55:24 ,5.6,Temp_Condition,low,0
25-Apr-19, 14:55:29 ,7.1,Temp_Condition,high,0
25-Apr-19, 14:55:29 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:55:34 ,7.85,Temp_Condition,high,0
25-Apr-19, 14:55:34 ,3.3,Temp_Condition,low,0
25-Apr-19, 14:55:39 ,4.6,Temp_Condition,low,0
25-Apr-19, 14:55:39 ,5.0,Temp_Condition,low,0
25-Apr-19, 14:55:44 ,5.95,Temp_Condition,low,0
25-Apr-19, 14:55:44 ,6.0,Temp_Condition,high,0
25-Apr-19, 14:55:49 ,6.25,Temp_Condition,high,0
25-Apr-19, 14:55:49 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:55:54 ,11.55,Temp_Condition,high,0
25-Apr-19, 14:55:54 ,12.25,Temp_Condition,high,0
25-Apr-19, 14:55:59 ,11.25,Temp_Condition,high,0
25-Apr-19, 14:55:59 ,12.7,Temp_Condition,high,0
25-Apr-19, 14:56:04 ,11.1,Temp_Condition,high,0
25-Apr-19, 14:56:04 ,4.05,Temp_Condition,low,0
25-Apr-19, 14:56:09 ,13.7,Temp_Condition,high,0
25-Apr-19, 14:56:09 ,13.1,Temp_Condition,high,0
25-Apr-19, 14:56:14 ,13.1,Temp_Condition,high,0
25-Apr-19, 14:56:14 ,2.3,Temp_Condition,low,0
25-Apr-19, 14:56:19 ,4.6,Temp_Condition,low,0
25-Apr-19, 14:56:19 ,2.3,Temp_Condition,low,0
25-Apr-19, 14:56:24 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:56:24 ,10.8,Temp_Condition,high,0
25-Apr-19, 14:56:29 ,5.9,Temp_Condition,low,0
25-Apr-19, 14:56:29 ,3.9,Temp_Condition,low,0
25-Apr-19, 14:56:34 ,11.55,Temp_Condition,high,0
25-Apr-19, 14:56:34 ,3.05,Temp_Condition,low,0
25-Apr-19, 14:56:39 ,6.35,Temp_Condition,high,0
25-Apr-19, 14:56:39 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:56:44 ,9.65,Temp_Condition,high,0
25-Apr-19, 14:56:44 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:56:49 ,11.7,Temp_Condition,high,0
25-Apr-19, 14:56:49 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:56:54 ,5.0,Temp_Condition,low,0
25-Apr-19, 14:56:54 ,11.8,Temp_Condition,high,0
25-Apr-19, 14:56:59 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:57:00 ,6.7,Temp_Condition,high,0
25-Apr-19, 14:57:04 ,10.5,Temp_Condition,high,0
25-Apr-19, 14:57:05 ,1.15,Temp_Condition,low,0
25-Apr-19, 14:57:09 ,7.65,Temp_Condition,high,0
25-Apr-19, 14:57:10 ,11.65,Temp_Condition,high,0
25-Apr-19, 14:57:14 ,13.4,Temp_Condition,high,0
25-Apr-19, 14:57:15 ,11.95,Temp_Condition,high,0
25-Apr-19, 14:57:19 ,7.25,Temp_Condition,high,0
25-Apr-19, 14:57:20 ,1.6,Temp_Condition,low,0
25-Apr-19, 14:57:25 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:57:25 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:57:30 ,11.25,Temp_Condition,high,0
25-Apr-19, 14:57:30 ,1.6,Temp_Condition,low,0
25-Apr-19, 14:57:35 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:57:35 ,13.7,Temp_Condition,high,0
25-Apr-19, 14:57:40 ,10.4,Temp_Condition,high,0
25-Apr-19, 14:57:40 ,3.15,Temp_Condition,low,0
25-Apr-19, 14:57:45 ,9.85,Temp_Condition,high,0
25-Apr-19, 14:57:45 ,8.65,Temp_Condition,high,0
25-Apr-19, 14:57:50 ,12.95,Temp_Condition,high,0
25-Apr-19, 14:57:50 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:57:55 ,10.25,Temp_Condition,high,0
25-Apr-19, 14:57:55 ,7.1,Temp_Condition,high,0
25-Apr-19, 14:58:00 ,5.9,Temp_Condition,low,0
25-Apr-19, 14:58:00 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:58:05 ,4.05,Temp_Condition,low,0
25-Apr-19, 14:58:05 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:58:10 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:58:10 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:58:15 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:58:15 ,8.5,Temp_Condition,high,0
25-Apr-19, 14:58:20 ,5.8,Temp_Condition,low,0
25-Apr-19, 14:58:20 ,9.8,Temp_Condition,high,0
25-Apr-19, 14:58:25 ,11.55,Temp_Condition,high,0
25-Apr-19, 14:58:25 ,8.1,Temp_Condition,high,0
25-Apr-19, 14:58:30 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:58:30 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:58:35 ,1.75,Temp_Condition,low,0
25-Apr-19, 14:58:35 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:58:40 ,6.1,Temp_Condition,high,0
25-Apr-19, 14:58:40 ,4.3,Temp_Condition,low,0
25-Apr-19, 14:58:45 ,1.15,Temp_Condition,low,0
25-Apr-19, 14:58:45 ,8.7,Temp_Condition,high,0
25-Apr-19, 14:58:50 ,10.7,Temp_Condition,high,0
25-Apr-19, 14:58:50 ,12.5,Temp_Condition,high,0
25-Apr-19, 14:58:55 ,6.55,Temp_Condition,high,0
25-Apr-19, 14:58:55 ,4.0,Temp_Condition,low,0
25-Apr-19, 14:59:00 ,6.7,Temp_Condition,high,0
25-Apr-19, 14:59:00 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:59:05 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:59:05 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:59:10 ,11.1,Temp_Condition,high,0
25-Apr-19, 14:59:10 ,8.4,Temp_Condition,high,0
25-Apr-19, 14:59:15 ,1.0,Temp_Condition,low,0
25-Apr-19, 14:59:15 ,10.65,Temp_Condition,high,0
25-Apr-19, 14:59:20 ,5.05,Temp_Condition,low,0
25-Apr-19, 14:59:20 ,8.55,Temp_Condition,high,0
25-Apr-19, 14:59:25 ,5.55,Temp_Condition,low,0
25-Apr-19, 14:59:25 ,3.0,Temp_Condition,low,0
25-Apr-19, 14:59:30 ,4.2,Temp_Condition,low,0
25-Apr-19, 14:59:30 ,7.65,Temp_Condition,high,0
25-Apr-19, 14:59:35 ,13.4,Temp_Condition,high,0
25-Apr-19, 14:59:35 ,9.8,Temp_Condition,high,0
25-Apr-19, 14:59:40 ,4.95,Temp_Condition,low,0
25-Apr-19, 14:59:40 ,13.7,Temp_Condition,high,0
25-Apr-19, 14:59:45 ,11.65,Temp_Condition,high,0
25-Apr-19, 14:59:45 ,10.25,Temp_Condition,high,0
25-Apr-19, 14:59:50 ,2.0,Temp_Condition,low,0
25-Apr-19, 14:59:50 ,10.55,Temp_Condition,high,0
25-Apr-19, 14:59:55 ,2.6,Temp_Condition,low,0
25-Apr-19, 14:59:55 ,11.65,Temp_Condition,high,0
25-Apr-19, 15:00:00 ,5.25,Temp_Condition,low,0
25-Apr-19, 15:00:00 ,2.2,Temp_Condition,low,0
25-Apr-19, 15:00:05 ,1.75,Temp_Condition,low,0
25-Apr-19, 15:00:05 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:00:10 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:00:10 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:00:15 ,13.55,Temp_Condition,high,0
25-Apr-19, 15:00:15 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:00:20 ,8.0,Temp_Condition,high,0
25-Apr-19, 15:00:20 ,8.0,Temp_Condition,high,0
25-Apr-19, 15:00:25 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:00:25 ,8.4,Temp_Condition,high,0
25-Apr-19, 15:00:30 ,8.7,Temp_Condition,high,0
25-Apr-19, 15:00:30 ,5.35,Temp_Condition,low,0
25-Apr-19, 15:00:35 ,4.35,Temp_Condition,low,0
25-Apr-19, 15:00:35 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:00:40 ,9.55,Temp_Condition,high,0
25-Apr-19, 15:00:40 ,9.7,Temp_Condition,high,0
25-Apr-19, 15:00:45 ,2.9,Temp_Condition,low,0
25-Apr-19, 15:00:45 ,12.25,Temp_Condition,high,0
25-Apr-19, 15:00:50 ,5.1,Temp_Condition,low,0
25-Apr-19, 15:00:50 ,9.4,Temp_Condition,high,0
25-Apr-19, 15:00:55 ,7.85,Temp_Condition,high,0
25-Apr-19, 15:00:55 ,6.25,Temp_Condition,high,0
25-Apr-19, 15:01:00 ,7.4,Temp_Condition,high,0
25-Apr-19, 15:01:00 ,5.95,Temp_Condition,low,0
25-Apr-19, 15:01:05 ,10.25,Temp_Condition,high,0
25-Apr-19, 15:01:05 ,8.1,Temp_Condition,high,0
25-Apr-19, 15:01:10 ,5.1,Temp_Condition,low,0
25-Apr-19, 15:01:10 ,7.65,Temp_Condition,high,0
25-Apr-19, 15:01:15 ,8.55,Temp_Condition,high,0
25-Apr-19, 15:01:15 ,4.6,Temp_Condition,low,0
25-Apr-19, 15:01:20 ,10.85,Temp_Condition,high,0
25-Apr-19, 15:01:20 ,7.4,Temp_Condition,high,0
25-Apr-19, 15:01:25 ,7.5,Temp_Condition,high,0
25-Apr-19, 15:01:25 ,7.25,Temp_Condition,high,0
25-Apr-19, 15:01:30 ,11.85,Temp_Condition,high,0
25-Apr-19, 15:01:30 ,11.4,Temp_Condition,high,0
25-Apr-19, 15:01:35 ,9.7,Temp_Condition,high,0
25-Apr-19, 15:01:35 ,1.45,Temp_Condition,low,0
25-Apr-19, 15:01:40 ,8.65,Temp_Condition,high,0
25-Apr-19, 15:01:40 ,6.55,Temp_Condition,high,0
25-Apr-19, 15:01:45 ,5.9,Temp_Condition,low,0
25-Apr-19, 15:01:45 ,13.25,Temp_Condition,high,0
25-Apr-19, 15:01:50 ,3.6,Temp_Condition,low,0
25-Apr-19, 15:01:50 ,9.85,Temp_Condition,high,0
25-Apr-19, 15:01:55 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:01:55 ,13.25,Temp_Condition,high,0
25-Apr-19, 15:02:00 ,5.3,Temp_Condition,low,0
25-Apr-19, 15:02:00 ,5.5,Temp_Condition,low,0
25-Apr-19, 15:02:05 ,6.8,Temp_Condition,high,0
25-Apr-19, 15:02:05 ,5.45,Temp_Condition,low,0
25-Apr-19, 15:02:10 ,4.3,Temp_Condition,low,0
25-Apr-19, 15:02:10 ,5.0,Temp_Condition,low,0
25-Apr-19, 15:02:15 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:02:15 ,8.25,Temp_Condition,high,0
25-Apr-19, 15:02:20 ,1.9,Temp_Condition,low,0
25-Apr-19, 15:02:20 ,9.4,Temp_Condition,high,0
25-Apr-19, 15:02:25 ,3.6,Temp_Condition,low,0
25-Apr-19, 15:02:25 ,12.55,Temp_Condition,high,0
25-Apr-19, 15:02:30 ,9.1,Temp_Condition,high,0
25-Apr-19, 15:02:30 ,11.4,Temp_Condition,high,0
25-Apr-19, 15:02:35 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:02:35 ,1.6,Temp_Condition,low,0
25-Apr-19, 15:02:40 ,4.95,Temp_Condition,low,0
25-Apr-19, 15:02:40 ,4.5,Temp_Condition,low,0
25-Apr-19, 15:02:45 ,7.55,Temp_Condition,high,0
25-Apr-19, 15:02:45 ,5.4,Temp_Condition,low,0
25-Apr-19, 15:02:50 ,8.1,Temp_Condition,high,0
25-Apr-19, 15:02:50 ,8.8,Temp_Condition,high,0
25-Apr-19, 15:02:55 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:02:55 ,4.0,Temp_Condition,low,0
25-Apr-19, 15:03:00 ,4.3,Temp_Condition,low,0
25-Apr-19, 15:03:00 ,2.5,Temp_Condition,low,0
25-Apr-19, 15:03:05 ,10.55,Temp_Condition,high,0
25-Apr-19, 15:03:05 ,8.65,Temp_Condition,high,0
25-Apr-19, 15:03:10 ,4.0,Temp_Condition,low,0
25-Apr-19, 15:03:10 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:03:15 ,11.8,Temp_Condition,high,0
25-Apr-19, 15:03:15 ,13.85,Temp_Condition,high,0
25-Apr-19, 15:03:20 ,1.0,Temp_Condition,low,0
25-Apr-19, 15:03:20 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:03:25 ,5.55,Temp_Condition,low,0
25-Apr-19, 15:03:25 ,5.25,Temp_Condition,low,0
25-Apr-19, 15:03:30 ,9.95,Temp_Condition,high,0
25-Apr-19, 15:03:30 ,11.25,Temp_Condition,high,0
25-Apr-19, 15:03:35 ,7.55,Temp_Condition,high,0
25-Apr-19, 15:03:35 ,5.15,Temp_Condition,low,0
25-Apr-19, 15:03:40 ,4.8,Temp_Condition,low,0
25-Apr-19, 15:03:40 ,5.05,Temp_Condition,low,0
25-Apr-19, 15:03:45 ,10.8,Temp_Condition,high,0
25-Apr-19, 15:03:46 ,5.0,Temp_Condition,low,0
25-Apr-19, 15:03:50 ,2.05,Temp_Condition,low,0
25-Apr-19, 15:03:51 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:03:55 ,11.85,Temp_Condition,high,0
25-Apr-19, 15:03:56 ,7.65,Temp_Condition,high,0
25-Apr-19, 15:04:00 ,7.25,Temp_Condition,high,0
25-Apr-19, 15:04:01 ,4.45,Temp_Condition,low,0
25-Apr-19, 15:04:06 ,5.85,Temp_Condition,low,0
25-Apr-19, 15:04:06 ,12.1,Temp_Condition,high,0
25-Apr-19, 15:04:11 ,9.8,Temp_Condition,high,0
25-Apr-19, 15:04:11 ,4.0,Temp_Condition,low,0
25-Apr-19, 15:04:16 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:04:16 ,1.75,Temp_Condition,low,0
25-Apr-19, 15:04:21 ,8.7,Temp_Condition,high,0
25-Apr-19, 15:04:21 ,4.35,Temp_Condition,low,0
25-Apr-19, 15:04:26 ,4.05,Temp_Condition,low,0
25-Apr-19, 15:04:26 ,7.65,Temp_Condition,high,0
25-Apr-19, 15:04:31 ,8.25,Temp_Condition,high,0
25-Apr-19, 15:04:31 ,11.0,Temp_Condition,high,0
25-Apr-19, 15:04:36 ,7.25,Temp_Condition,high,0
25-Apr-19, 15:04:36 ,10.95,Temp_Condition,high,0
25-Apr-19, 15:04:41 ,1.45,Temp_Condition,low,0
25-Apr-19, 15:04:41 ,10.7,Temp_Condition,high,0
25-Apr-19, 15:04:46 ,12.1,Temp_Condition,high,0
25-Apr-19, 15:04:46 ,10.8,Temp_Condition,high,0
25-Apr-19, 15:04:51 ,3.75,Temp_Condition,low,0
25-Apr-19, 15:04:51 ,5.55,Temp_Condition,low,0
25-Apr-19, 15:04:56 ,11.7,Temp_Condition,high,0
25-Apr-19, 15:04:56 ,4.0,Temp_Condition,low,0
25-Apr-19, 15:05:01 ,5.5,Temp_Condition,low,0
25-Apr-19, 15:05:01 ,4.0,Temp_Condition,low,0
25-Apr-19, 15:05:06 ,2.6,Temp_Condition,low,0
25-Apr-19, 15:05:06 ,1.15,Temp_Condition,low,0
25-Apr-19, 15:05:11 ,12.8,Temp_Condition,high,0
25-Apr-19, 15:05:11 ,3.05,Temp_Condition,low,0
25-Apr-19, 15:05:16 ,6.0,Temp_Condition,high,0
25-Apr-19, 15:05:16 ,11.85,Temp_Condition,high,0
25-Apr-19, 15:05:21 ,13.1,Temp_Condition,high,0
25-Apr-19, 15:05:21 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:05:26 ,2.0,Temp_Condition,low,0
25-Apr-19, 15:05:26 ,5.4,Temp_Condition,low,0
25-Apr-19, 15:05:31 ,11.55,Temp_Condition,high,0
25-Apr-19, 15:05:31 ,1.0,Temp_Condition,low,0
25-Apr-19, 15:05:36 ,10.1,Temp_Condition,high,0
25-Apr-19, 15:05:36 ,5.0,Temp_Condition,low,0
25-Apr-19, 15:05:41 ,13.85,Temp_Condition,high,0
25-Apr-19, 15:05:41 ,8.7,Temp_Condition,high,0
25-Apr-19, 15:05:46 ,5.95,Temp_Condition,low,0
25-Apr-19, 15:05:46 ,5.0,Temp_Condition,low,0
25-Apr-19, 15:05:51 ,9.7,Temp_Condition,high,0
25-Apr-19, 15:05:51 ,12.5,Temp_Condition,high,0
25-Apr-19, 15:05:56 ,6.2,Temp_Condition,high,0
25-Apr-19, 15:05:56 ,5.0,Temp_Condition,low,0
25-Apr-19, 15:06:01 ,8.65,Temp_Condition,high,0
25-Apr-19, 15:06:01 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:06:06 ,4.65,Temp_Condition,low,0
25-Apr-19, 15:06:06 ,10.7,Temp_Condition,high,0
25-Apr-19, 15:06:11 ,4.9,Temp_Condition,low,0
25-Apr-19, 15:06:11 ,12.85,Temp_Condition,high,0
25-Apr-19, 15:06:16 ,5.35,Temp_Condition,low,0
25-Apr-19, 15:06:16 ,13.55,Temp_Condition,high,0
25-Apr-19, 15:06:21 ,1.0,Temp_Condition,low,0
25-Apr-19, 15:06:21 ,6.95,Temp_Condition,high,0
25-Apr-19, 15:06:26 ,3.0,Temp_Condition,low,0
25-Apr-19, 15:06:26 ,6.55,Temp_Condition,high,0
